1571898829,3,0,1,"C10,CK,CA,C2;CJ,C9,CQ,C3;C6,DQ,C8,C4;C7,SQ,D8,C5;DA,D6,D5,D7;D4,D2,D10,D3;DK,HA,DJ,D9;S6,S10,SA,S3;HK,H10,H4,H3;H7,H2,HJ,H6;H9,H5,HQ,H8;SK,SJ,S5,S2;S9,S4,S8,S7"
1571898829,3,21,1,"CJ,C10,CK,C2;C9,C8,C3,C5;DQ,C6,CQ,C4;SQ,D10,CA,C7;DA,D3,D7,D4;DK,HK,D8,D2;HQ,HA,HJ,H5;S7,S5,S9,S2;H10,H7,H4,H6;D5,D9,H9,H8;S4,D6,DJ,H3;S10,S3,SJ,H2;SK,S6,SA,S8"
